County,County Code,Year,Year Code,Births
"Alachua County, FL",12001,2001,2001,2461
"Alachua County, FL",12001,2002,2002,2413
"Bay County, FL",12005,1995,1995,2005
"Bay County, FL",12005,1996,1996,1963
"Bay County, FL",12005,1997,1997,2005
"Bay County, FL",12005,1998,1998,2021
"Bay County, FL",12005,1999,1999,1963
"Bay County, FL",12005,2000,2000,2012
"Bay County, FL",12005,2001,2001,1906
"Bay County, FL",12005,2002,2002,1997
"Brevard County, FL",12009,1995,1995,4914
"Brevard County, FL",12009,1996,1996,5003
"Brevard County, FL",12009,1997,1997,4795
"Brevard County, FL",12009,1998,1998,4815
"Brevard County, FL",12009,1999,1999,4738
"Brevard County, FL",12009,2000,2000,5015
"Brevard County, FL",12009,2001,2001,4789
"Brevard County, FL",12009,2002,2002,4807
"Broward County, FL",12011,1995,1995,20067
"Broward County, FL",12011,1996,1996,19929
"Broward County, FL",12011,1997,1997,20419
"Broward County, FL",12011,1998,1998,20650
"Broward County, FL",12011,1999,1999,21035
"Broward County, FL",12011,2000,2000,22093
"Broward County, FL",12011,2001,2001,22384
"Broward County, FL",12011,2002,2002,22134
"Charlotte County, FL",12015,1995,1995,933
"Charlotte County, FL",12015,1996,1996,993
"Charlotte County, FL",12015,1997,1997,982
"Charlotte County, FL",12015,1998,1998,1041
"Charlotte County, FL",12015,1999,1999,959
"Charlotte County, FL",12015,2000,2000,1034
"Charlotte County, FL",12015,2001,2001,1038
"Charlotte County, FL",12015,2002,2002,994
"Clay County, FL",12019,1995,1995,1646
"Clay County, FL",12019,1996,1996,1645
"Clay County, FL",12019,1997,1997,1790
"Clay County, FL",12019,1998,1998,1802
"Clay County, FL",12019,1999,1999,1741
"Clay County, FL",12019,2000,2000,1830
"Clay County, FL",12019,2001,2001,1955
"Clay County, FL",12019,2002,2002,1858
"Collier County, FL",12021,1995,1995,2479
"Collier County, FL",12021,1996,1996,2495
"Collier County, FL",12021,1997,1997,2511
"Collier County, FL",12021,1998,1998,2715
"Collier County, FL",12021,1999,1999,2886
"Collier County, FL",12021,2000,2000,3067
"Collier County, FL",12021,2001,2001,3484
"Collier County, FL",12021,2002,2002,3600
"Dade County, FL",12025,1995,1995,32103
"Dade County, FL",12025,1996,1996,31844
"Dade County, FL",12025,1997,1997,31301
"Dade County, FL",12025,1998,1998,31635
"Dade County, FL",12025,1999,1999,31486
"Dade County, FL",12025,2000,2000,32306
"Dade County, FL",12025,2001,2001,32424
"Dade County, FL",12025,2002,2002,32125
"Duval County, FL",12031,1995,1995,11562
"Duval County, FL",12031,1996,1996,11897
"Duval County, FL",12031,1997,1997,11972
"Duval County, FL",12031,1998,1998,12129
"Duval County, FL",12031,1999,1999,12107
"Duval County, FL",12031,2000,2000,12180
"Duval County, FL",12031,2001,2001,12186
"Duval County, FL",12031,2002,2002,12052
"Escambia County, FL",12033,1995,1995,3841
"Escambia County, FL",12033,1996,1996,3848
"Escambia County, FL",12033,1997,1997,3990
"Escambia County, FL",12033,1998,1998,3917
"Escambia County, FL",12033,1999,1999,3977
"Escambia County, FL",12033,2000,2000,3845
"Escambia County, FL",12033,2001,2001,3915
"Escambia County, FL",12033,2002,2002,3869
"Hernando County, FL",12053,1995,1995,1028
"Hernando County, FL",12053,1996,1996,1014
"Hernando County, FL",12053,1997,1997,1045
"Hernando County, FL",12053,1998,1998,1088
"Hernando County, FL",12053,1999,1999,1063
"Hernando County, FL",12053,2000,2000,1176
"Hernando County, FL",12053,2001,2001,1242
"Hernando County, FL",12053,2002,2002,1218
"Hillsborough County, FL",12057,1995,1995,13501
"Hillsborough County, FL",12057,1996,1996,13678
"Hillsborough County, FL",12057,1997,1997,13890
"Hillsborough County, FL",12057,1998,1998,14303
"Hillsborough County, FL",12057,1999,1999,14450
"Hillsborough County, FL",12057,2000,2000,14673
"Hillsborough County, FL",12057,2001,2001,14866
"Hillsborough County, FL",12057,2002,2002,15088
"Lake County, FL",12069,1995,1995,2029
"Lake County, FL",12069,1996,1996,1953
"Lake County, FL",12069,1997,1997,2038
"Lake County, FL",12069,1998,1998,2221
"Lake County, FL",12069,1999,1999,2235
"Lake County, FL",12069,2000,2000,2363
"Lake County, FL",12069,2001,2001,2487
"Lake County, FL",12069,2002,2002,2609
"Lee County, FL",12071,1995,1995,4273
"Lee County, FL",12071,1996,1996,4450
"Lee County, FL",12071,1997,1997,4540
"Lee County, FL",12071,1998,1998,4588
"Lee County, FL",12071,1999,1999,4760
"Lee County, FL",12071,2000,2000,5200
"Lee County, FL",12071,2001,2001,5340
"Lee County, FL",12071,2002,2002,5389
"Leon County, FL",12073,1995,1995,2784
"Leon County, FL",12073,1996,1996,2789
"Leon County, FL",12073,1997,1997,2851
"Leon County, FL",12073,1998,1998,3041
"Leon County, FL",12073,1999,1999,2932
"Leon County, FL",12073,2000,2000,2993
"Leon County, FL",12073,2001,2001,2938
"Leon County, FL",12073,2002,2002,2932
"Manatee County, FL",12081,1995,1995,2836
"Manatee County, FL",12081,1996,1996,2879
"Manatee County, FL",12081,1997,1997,2857
"Manatee County, FL",12081,1998,1998,2863
"Manatee County, FL",12081,1999,1999,3046
"Manatee County, FL",12081,2000,2000,3239
"Manatee County, FL",12081,2001,2001,3194
"Manatee County, FL",12081,2002,2002,3387
"Marion County, FL",12083,1995,1995,2674
"Marion County, FL",12083,1996,1996,2504
"Marion County, FL",12083,1997,1997,2718
"Marion County, FL",12083,1998,1998,2734
"Marion County, FL",12083,1999,1999,2766
"Marion County, FL",12083,2000,2000,2902
"Marion County, FL",12083,2001,2001,2953
"Marion County, FL",12083,2002,2002,2912
"Martin County, FL",12085,1995,1995,1101
"Martin County, FL",12085,1996,1996,1133
"Martin County, FL",12085,1997,1997,1106
"Martin County, FL",12085,1998,1998,1115
"Martin County, FL",12085,1999,1999,1197
"Martin County, FL",12085,2000,2000,1240
"Martin County, FL",12085,2001,2001,1219
"Martin County, FL",12085,2002,2002,1199
"Okaloosa County, FL",12091,1995,1995,2453
"Okaloosa County, FL",12091,1996,1996,2368
"Okaloosa County, FL",12091,1997,1997,2288
"Okaloosa County, FL",12091,1998,1998,2326
"Okaloosa County, FL",12091,1999,1999,2279
"Okaloosa County, FL",12091,2000,2000,2363
"Okaloosa County, FL",12091,2001,2001,2387
"Okaloosa County, FL",12091,2002,2002,2455
"Orange County, FL",12095,1995,1995,11646
"Orange County, FL",12095,1996,1996,11738
"Orange County, FL",12095,1997,1997,12378
"Orange County, FL",12095,1998,1998,12917
"Orange County, FL",12095,1999,1999,13183
"Orange County, FL",12095,2000,2000,14078
"Orange County, FL",12095,2001,2001,14241
"Orange County, FL",12095,2002,2002,14144
"Osceola County, FL",12097,1995,1995,2008
"Osceola County, FL",12097,1996,1996,2041
"Osceola County, FL",12097,1997,1997,2135
"Osceola County, FL",12097,1998,1998,2254
"Osceola County, FL",12097,1999,1999,2356
"Osceola County, FL",12097,2000,2000,2616
"Osceola County, FL",12097,2001,2001,2704
"Osceola County, FL",12097,2002,2002,2895
"Palm Beach County, FL",12099,1995,1995,12301
"Palm Beach County, FL",12099,1996,1996,12588
"Palm Beach County, FL",12099,1997,1997,12555
"Palm Beach County, FL",12099,1998,1998,13066
"Palm Beach County, FL",12099,1999,1999,13073
"Palm Beach County, FL",12099,2000,2000,13326
"Palm Beach County, FL",12099,2001,2001,13742
"Palm Beach County, FL",12099,2002,2002,13887
"Pasco County, FL",12101,1995,1995,3342
"Pasco County, FL",12101,1996,1996,3217
"Pasco County, FL",12101,1997,1997,3363
"Pasco County, FL",12101,1998,1998,3413
"Pasco County, FL",12101,1999,1999,3505
"Pasco County, FL",12101,2000,2000,3761
"Pasco County, FL",12101,2001,2001,3871
"Pasco County, FL",12101,2002,2002,3859
"Pinellas County, FL",12103,1995,1995,9240
"Pinellas County, FL",12103,1996,1996,9181
"Pinellas County, FL",12103,1997,1997,9255
"Pinellas County, FL",12103,1998,1998,9445
"Pinellas County, FL",12103,1999,1999,9262
"Pinellas County, FL",12103,2000,2000,9598
"Pinellas County, FL",12103,2001,2001,9425
"Pinellas County, FL",12103,2002,2002,8941
"Polk County, FL",12105,1995,1995,6148
"Polk County, FL",12105,1996,1996,6197
"Polk County, FL",12105,1997,1997,6470
"Polk County, FL",12105,1998,1998,6510
"Polk County, FL",12105,1999,1999,6596
"Polk County, FL",12105,2000,2000,6877
"Polk County, FL",12105,2001,2001,6877
"Polk County, FL",12105,2002,2002,6818
"St. Lucie County, FL",12111,1995,1995,2112
"St. Lucie County, FL",12111,1996,1996,2145
"St. Lucie County, FL",12111,1997,1997,2177
"St. Lucie County, FL",12111,1998,1998,2249
"St. Lucie County, FL",12111,1999,1999,2151
"St. Lucie County, FL",12111,2000,2000,2251
"St. Lucie County, FL",12111,2001,2001,2228
"St. Lucie County, FL",12111,2002,2002,2289
"Sarasota County, FL",12115,1995,1995,2506
"Sarasota County, FL",12115,1996,1996,2522
"Sarasota County, FL",12115,1997,1997,2537
"Sarasota County, FL",12115,1998,1998,2603
"Sarasota County, FL",12115,1999,1999,2638
"Sarasota County, FL",12115,2000,2000,2718
"Sarasota County, FL",12115,2001,2001,2787
"Sarasota County, FL",12115,2002,2002,2844
"Seminole County, FL",12117,1995,1995,4377
"Seminole County, FL",12117,1996,1996,4369
"Seminole County, FL",12117,1997,1997,4444
"Seminole County, FL",12117,1998,1998,4249
"Seminole County, FL",12117,1999,1999,4447
"Seminole County, FL",12117,2000,2000,4586
"Seminole County, FL",12117,2001,2001,4510
"Seminole County, FL",12117,2002,2002,4526
"Volusia County, FL",12127,1995,1995,4308
"Volusia County, FL",12127,1996,1996,4204
"Volusia County, FL",12127,1997,1997,4557
"Volusia County, FL",12127,1998,1998,4434
"Volusia County, FL",12127,1999,1999,4451
"Volusia County, FL",12127,2000,2000,4456
"Volusia County, FL",12127,2001,2001,4665
"Volusia County, FL",12127,2002,2002,4533
"Unidentified Counties, FL",12999,1995,1995,16062
"Unidentified Counties, FL",12999,1996,1996,16325
"Unidentified Counties, FL",12999,1997,1997,16910
"Unidentified Counties, FL",12999,1998,1998,17064
"Unidentified Counties, FL",12999,1999,1999,17352
"Unidentified Counties, FL",12999,2000,2000,17725
"Unidentified Counties, FL",12999,2001,2001,17575
"Unidentified Counties, FL",12999,2002,2002,17805
"Bibb County, GA",13021,1995,1995,2559
"Bibb County, GA",13021,1996,1996,2439
"Bibb County, GA",13021,1997,1997,2542
"Bibb County, GA",13021,1998,1998,2401
"Bibb County, GA",13021,1999,1999,2528
"Bibb County, GA",13021,2000,2000,2577
"Bibb County, GA",13021,2001,2001,2511
"Bibb County, GA",13021,2002,2002,2549
"Chatham County, GA",13051,1995,1995,3584
"Chatham County, GA",13051,1996,1996,3494
"Chatham County, GA",13051,1997,1997,3485
"Chatham County, GA",13051,1998,1998,3514
"Chatham County, GA",13051,1999,1999,3617
"Chatham County, GA",13051,2000,2000,3534
"Chatham County, GA",13051,2001,2001,3664
"Chatham County, GA",13051,2002,2002,3630
"Clayton County, GA",13063,1995,1995,3486
"Clayton County, GA",13063,1996,1996,3592
"Clayton County, GA",13063,1997,1997,3841
"Clayton County, GA",13063,1998,1998,3802
"Clayton County, GA",13063,1999,1999,4023
"Clayton County, GA",13063,2000,2000,4298
"Clayton County, GA",13063,2001,2001,4481
"Clayton County, GA",13063,2002,2002,4398
"Cobb County, GA",13067,1995,1995,8210
"Cobb County, GA",13067,1996,1996,8176
"Cobb County, GA",13067,1997,1997,8511
"Cobb County, GA",13067,1998,1998,9147
"Cobb County, GA",13067,1999,1999,9476
"Cobb County, GA",13067,2000,2000,10379
"Cobb County, GA",13067,2001,2001,10503
"Cobb County, GA",13067,2002,2002,10503
"DeKalb County, GA",13089,1995,1995,9692
"DeKalb County, GA",13089,1996,1996,9759
"DeKalb County, GA",13089,1997,1997,9931
"DeKalb County, GA",13089,1998,1998,10369
"DeKalb County, GA",13089,1999,1999,10502
"DeKalb County, GA",13089,2000,2000,10930
"DeKalb County, GA",13089,2001,2001,11084
"DeKalb County, GA",13089,2002,2002,10597
"Fulton County, GA",13121,1995,1995,11496
"Fulton County, GA",13121,1996,1996,11954
"Fulton County, GA",13121,1997,1997,12522
"Fulton County, GA",13121,1998,1998,12969
"Fulton County, GA",13121,1999,1999,13487
"Fulton County, GA",13121,2000,2000,14085
"Fulton County, GA",13121,2001,2001,13735
"Fulton County, GA",13121,2002,2002,13526
"Gwinnett County, GA",13135,1995,1995,7398
"Gwinnett County, GA",13135,1996,1996,7434
"Gwinnett County, GA",13135,1997,1997,8115
"Gwinnett County, GA",13135,1998,1998,8657
"Gwinnett County, GA",13135,1999,1999,9548
"Gwinnett County, GA",13135,2000,2000,10369
"Gwinnett County, GA",13135,2001,2001,10951
"Gwinnett County, GA",13135,2002,2002,11534
"Muscogee County, GA",13215,1995,1995,3072
"Muscogee County, GA",13215,1996,1996,3035
"Muscogee County, GA",13215,1997,1997,3024
"Muscogee County, GA",13215,1998,1998,3047
"Muscogee County, GA",13215,1999,1999,3092
"Muscogee County, GA",13215,2000,2000,3197
"Muscogee County, GA",13215,2001,2001,2983
"Muscogee County, GA",13215,2002,2002,2923
"Richmond County, GA",13245,1995,1995,3139
"Richmond County, GA",13245,1996,1996,3084
"Richmond County, GA",13245,1997,1997,3150
"Richmond County, GA",13245,1998,1998,3137
"Richmond County, GA",13245,1999,1999,3178
"Richmond County, GA",13245,2000,2000,3329
"Richmond County, GA",13245,2001,2001,3322
"Richmond County, GA",13245,2002,2002,3094
"Unidentified Counties, GA",13999,1995,1995,59646
"Unidentified Counties, GA",13999,1996,1996,61076
"Unidentified Counties, GA",13999,1997,1997,63100
"Unidentified Counties, GA",13999,1998,1998,65325
"Unidentified Counties, GA",13999,1999,1999,67266
"Unidentified Counties, GA",13999,2000,2000,69946
"Unidentified Counties, GA",13999,2001,2001,70292
"Unidentified Counties, GA",13999,2002,2002,70546
"Hawaii County, HI",15001,1995,1995,2027
"Hawaii County, HI",15001,1996,1996,1976
"Hawaii County, HI",15001,1997,1997,2244
"Hawaii County, HI",15001,1998,1998,2319
"Hawaii County, HI",15001,1999,1999,2354
"Hawaii County, HI",15001,2000,2000,2389
"Hawaii County, HI",15001,2001,2001,2185
"Hawaii County, HI",15001,2002,2002,2016
"Honolulu County, HI",15003,1995,1995,13823
"Honolulu County, HI",15003,1996,1996,13747
"Honolulu County, HI",15003,1997,1997,12614
"Honolulu County, HI",15003,1998,1998,12810
"Honolulu County, HI",15003,1999,1999,12221
"Honolulu County, HI",15003,2000,2000,12651
"Honolulu County, HI",15003,2001,2001,12392
"Honolulu County, HI",15003,2002,2002,12868
"Maui County, HI",15009,1995,1995,1897
"Maui County, HI",15009,1996,1996,1868
"Maui County, HI",15009,1997,1997,1796
"Maui County, HI",15009,1998,1998,1691
"Maui County, HI",15009,1999,1999,1722
"Maui County, HI",15009,2000,2000,1765
"Maui County, HI",15009,2001,2001,1715
"Maui County, HI",15009,2002,2002,1866
"Unidentified Counties, HI",15999,1995,1995,848
"Unidentified Counties, HI",15999,1996,1996,810
"Unidentified Counties, HI",15999,1997,1997,739
"Unidentified Counties, HI",15999,1998,1998,763
"Unidentified Counties, HI",15999,1999,1999,741
"Unidentified Counties, HI",15999,2000,2000,746
"Unidentified Counties, HI",15999,2001,2001,780
"Unidentified Counties, HI",15999,2002,2002,727
"Ada County, ID",16001,1995,1995,3963
"Ada County, ID",16001,1996,1996,4103
"Ada County, ID",16001,1997,1997,4070
"Ada County, ID",16001,1998,1998,4487
"Ada County, ID",16001,1999,1999,4719
"Ada County, ID",16001,2000,2000,4868
"Ada County, ID",16001,2001,2001,4829
"Ada County, ID",16001,2002,2002,4935
"Unidentified Counties, ID",16999,1995,1995,14072
"Unidentified Counties, ID",16999,1996,1996,14522
"Unidentified Counties, ID",16999,1997,1997,14512
"Unidentified Counties, ID",16999,1998,1998,14904
"Unidentified Counties, ID",16999,1999,1999,15153
"Unidentified Counties, ID",16999,2000,2000,15498
"Unidentified Counties, ID",16999,2001,2001,15859
"Unidentified Counties, ID",16999,2002,2002,16035
"Champaign County, IL",17019,1995,1995,2130
"Champaign County, IL",17019,1996,1996,2284
"Champaign County, IL",17019,1997,1997,2180
"Champaign County, IL",17019,1998,1998,2163
"Champaign County, IL",17019,1999,1999,2224
"Champaign County, IL",17019,2000,2000,2320
"Champaign County, IL",17019,2001,2001,2363
"Champaign County, IL",17019,2002,2002,2228
"Cook County, IL",17031,1995,1995,90032
"Cook County, IL",17031,1996,1996,87759
"Cook County, IL",17031,1997,1997,85696
"Cook County, IL",17031,1998,1998,85928
"Cook County, IL",17031,1999,1999,84516
"Cook County, IL",17031,2000,2000,85397
"Cook County, IL",17031,2001,2001,84271
"Cook County, IL",17031,2002,2002,81580
"DuPage County, IL",17043,1995,1995,13941
"DuPage County, IL",17043,1996,1996,13694
"DuPage County, IL",17043,1997,1997,13447
"DuPage County, IL",17043,1998,1998,13266
"DuPage County, IL",17043,1999,1999,13456
"DuPage County, IL",17043,2000,2000,13551
"DuPage County, IL",17043,2001,2001,13404
"DuPage County, IL",17043,2002,2002,12825
"Kane County, IL",17089,1995,1995,6756
"Kane County, IL",17089,1996,1996,6799
"Kane County, IL",17089,1997,1997,6981
"Kane County, IL",17089,1998,1998,7184
"Kane County, IL",17089,1999,1999,7359
"Kane County, IL",17089,2000,2000,7852
"Kane County, IL",17089,2001,2001,8043
"Kane County, IL",17089,2002,2002,8278
"Lake County, IL",17097,1995,1995,10183
"Lake County, IL",17097,1996,1996,10005
"Lake County, IL",17097,1997,1997,10184
"Lake County, IL",17097,1998,1998,10469
"Lake County, IL",17097,1999,1999,10626
"Lake County, IL",17097,2000,2000,10571
"Lake County, IL",17097,2001,2001,10705
"Lake County, IL",17097,2002,2002,10367
"LaSalle County, IL",17099,1995,1995,1371
"LaSalle County, IL",17099,1996,1996,1330
"LaSalle County, IL",17099,1997,1997,1362
"LaSalle County, IL",17099,1998,1998,1424
"LaSalle County, IL",17099,1999,1999,1351
"LaSalle County, IL",17099,2000,2000,1488
"LaSalle County, IL",17099,2001,2001,1435
"LaSalle County, IL",17099,2002,2002,1385
"McHenry County, IL",17111,1995,1995,3827
"McHenry County, IL",17111,1996,1996,3893
"McHenry County, IL",17111,1997,1997,3839
"McHenry County, IL",17111,1998,1998,3826
"McHenry County, IL",17111,1999,1999,4017
"McHenry County, IL",17111,2000,2000,4062
"McHenry County, IL",17111,2001,2001,4144
"McHenry County, IL",17111,2002,2002,4221
"McLean County, IL",17113,1995,1995,1970
"McLean County, IL",17113,1996,1996,1886
"McLean County, IL",17113,1997,1997,1997
"McLean County, IL",17113,1998,1998,1928
"McLean County, IL",17113,1999,1999,1957
"McLean County, IL",17113,2000,2000,1991
"McLean County, IL",17113,2001,2001,2042
"McLean County, IL",17113,2002,2002,2100
"Macon County, IL",17115,1995,1995,1530
"Macon County, IL",17115,1996,1996,1593
"Macon County, IL",17115,1997,1997,1491
"Macon County, IL",17115,1998,1998,1541
"Macon County, IL",17115,1999,1999,1529
"Macon County, IL",17115,2000,2000,1445
"Macon County, IL",17115,2001,2001,1447
"Macon County, IL",17115,2002,2002,1466
"Madison County, IL",17119,1995,1995,3331
"Madison County, IL",17119,1996,1996,3315
"Madison County, IL",17119,1997,1997,3315
"Madison County, IL",17119,1998,1998,3371
"Madison County, IL",17119,1999,1999,3264
"Madison County, IL",17119,2000,2000,3378
"Madison County, IL",17119,2001,2001,3254
"Madison County, IL",17119,2002,2002,3381
"Peoria County, IL",17143,1995,1995,2766
"Peoria County, IL",17143,1996,1996,2653
"Peoria County, IL",17143,1997,1997,2575
"Peoria County, IL",17143,1998,1998,2718
"Peoria County, IL",17143,1999,1999,2581
"Peoria County, IL",17143,2000,2000,2687
"Peoria County, IL",17143,2001,2001,2585
"Peoria County, IL",17143,2002,2002,2604
"Rock Island County, IL",17161,1995,1995,1916
"Rock Island County, IL",17161,1996,1996,1874
"Rock Island County, IL",17161,1997,1997,2015
"Rock Island County, IL",17161,1998,1998,1958
"Rock Island County, IL",17161,1999,1999,2001
"Rock Island County, IL",17161,2000,2000,1922
"Rock Island County, IL",17161,2001,2001,1961
"Rock Island County, IL",17161,2002,2002,1957
"St. Clair County, IL",17163,1995,1995,4027
"St. Clair County, IL",17163,1996,1996,3910
"St. Clair County, IL",17163,1997,1997,3689
"St. Clair County, IL",17163,1998,1998,3803
"St. Clair County, IL",17163,1999,1999,3699
"St. Clair County, IL",17163,2000,2000,3775
"St. Clair County, IL",17163,2001,2001,3697
"St. Clair County, IL",17163,2002,2002,3638
"Sangamon County, IL",17167,1995,1995,2481
"Sangamon County, IL",17167,1996,1996,2482
"Sangamon County, IL",17167,1997,1997,2488
"Sangamon County, IL",17167,1998,1998,2537
"Sangamon County, IL",17167,1999,1999,2441
"Sangamon County, IL",17167,2000,2000,2646
"Sangamon County, IL",17167,2001,2001,2555
"Sangamon County, IL",17167,2002,2002,2460
"Tazewell County, IL",17179,1995,1995,1631
"Tazewell County, IL",17179,1996,1996,1559
"Tazewell County, IL",17179,1997,1997,1572
"Tazewell County, IL",17179,1998,1998,1566
"Tazewell County, IL",17179,1999,1999,1554
"Tazewell County, IL",17179,2000,2000,1586
"Tazewell County, IL",17179,2001,2001,1573
"Tazewell County, IL",17179,2002,2002,1619
"Will County, IL",17197,1995,1995,6634
"Will County, IL",17197,1996,1996,6745
"Will County, IL",17197,1997,1997,6936
"Will County, IL",17197,1998,1998,7401
"Will County, IL",17197,1999,1999,7832
"Will County, IL",17197,2000,2000,8216
"Will County, IL",17197,2001,2001,8673
"Will County, IL",17197,2002,2002,8959
"Winnebago County, IL",17201,1995,1995,3874
"Winnebago County, IL",17201,1996,1996,3873
"Winnebago County, IL",17201,1997,1997,3814
"Winnebago County, IL",17201,1998,1998,3964
"Winnebago County, IL",17201,1999,1999,3954
"Winnebago County, IL",17201,2000,2000,4020
"Winnebago County, IL",17201,2001,2001,3939
"Winnebago County, IL",17201,2002,2002,3973
"Unidentified Counties, IL",17999,1995,1995,27412
"Unidentified Counties, IL",17999,1996,1996,27526
"Unidentified Counties, IL",17999,1997,1997,27222
"Unidentified Counties, IL",17999,1998,1998,27541
"Unidentified Counties, IL",17999,1999,1999,27707
"Unidentified Counties, IL",17999,2000,2000,28129
"Unidentified Counties, IL",17999,2001,2001,27973
"Unidentified Counties, IL",17999,2002,2002,27581
"Allen County, IN",18003,1995,1995,4933
"Allen County, IN",18003,1996,1996,4827
"Allen County, IN",18003,1997,1997,5029
"Allen County, IN",18003,1998,1998,5075
"Allen County, IN",18003,1999,1999,5100
"Allen County, IN",18003,2000,2000,5207
"Allen County, IN",18003,2001,2001,5377
"Allen County, IN",18003,2002,2002,5163
"Delaware County, IN",18035,1995,1995,1408
"Delaware County, IN",18035,1996,1996,1387
"Delaware County, IN",18035,1997,1997,1420
"Delaware County, IN",18035,1998,1998,1484
"Delaware County, IN",18035,1999,1999,1427
"Delaware County, IN",18035,2000,2000,1435
"Delaware County, IN",18035,2001,2001,1370
"Delaware County, IN",18035,2002,2002,1302
"Elkhart County, IN",18039,1995,1995,2726
"Elkhart County, IN",18039,1996,1996,2721
"Elkhart County, IN",18039,1997,1997,2920
"Elkhart County, IN",18039,1998,1998,2988
"Elkhart County, IN",18039,1999,1999,3132
"Elkhart County, IN",18039,2000,2000,3305
"Elkhart County, IN",18039,2001,2001,3125
"Elkhart County, IN",18039,2002,2002,3004
"Hamilton County, IN",18057,1995,1995,2316
"Hamilton County, IN",18057,1996,1996,2410
"Hamilton County, IN",18057,1997,1997,2427
"Hamilton County, IN",18057,1998,1998,2755
"Hamilton County, IN",18057,1999,1999,2945
"Hamilton County, IN",18057,2000,2000,3169
"Hamilton County, IN",18057,2001,2001,3181
"Hamilton County, IN",18057,2002,2002,3433
"Lake County, IN",18089,1995,1995,7310
"Lake County, IN",18089,1996,1996,7133
"Lake County, IN",18089,1997,1997,6911
"Lake County, IN",18089,1998,1998,7154
"Lake County, IN",18089,1999,1999,7089
"Lake County, IN",18089,2000,2000,7056
"Lake County, IN",18089,2001,2001,6949
"Lake County, IN",18089,2002,2002,6827
"La Porte County, IN",18091,1995,1995,1328
"La Porte County, IN",18091,1996,1996,1397
"La Porte County, IN",18091,1997,1997,1496
"La Porte County, IN",18091,1998,1998,1405
"La Porte County, IN",18091,1999,1999,1369
"La Porte County, IN",18091,2000,2000,1442
"La Porte County, IN",18091,2001,2001,1402
"La Porte County, IN",18091,2002,2002,1363
"Madison County, IN",18095,1995,1995,1659
"Madison County, IN",18095,1996,1996,1764
"Madison County, IN",18095,1997,1997,1699
"Madison County, IN",18095,1998,1998,1741
"Madison County, IN",18095,1999,1999,1772
"Madison County, IN",18095,2000,2000,1648
"Madison County, IN",18095,2001,2001,1707
"Madison County, IN",18095,2002,2002,1605
"Marion County, IN",18097,1995,1995,13929
"Marion County, IN",18097,1996,1996,13958
"Marion County, IN",18097,1997,1997,13890
"Marion County, IN",18097,1998,1998,13927
"Marion County, IN",18097,1999,1999,14253
"Marion County, IN",18097,2000,2000,14691
"Marion County, IN",18097,2001,2001,14472
"Marion County, IN",18097,2002,2002,14653
"Monroe County, IN",18105,1995,1995,1163
"Monroe County, IN",18105,1996,1996,1192
"Monroe County, IN",18105,1997,1997,1268
"Monroe County, IN",18105,1998,1998,1263
"Monroe County, IN",18105,1999,1999,1259
"Monroe County, IN",18105,2000,2000,1246
"Monroe County, IN",18105,2001,2001,1280
"Monroe County, IN",18105,2002,2002,1237
"Porter County, IN",18127,1995,1995,1725
"Porter County, IN",18127,1996,1996,1669
"Porter County, IN",18127,1997,1997,1727
"Porter County, IN",18127,1998,1998,1739
"Porter County, IN",18127,1999,1999,1814
"Porter County, IN",18127,2000,2000,1839
"Porter County, IN",18127,2001,2001,1846
"Porter County, IN",18127,2002,2002,1802
"St. Joseph County, IN",18141,1995,1995,3701
"St. Joseph County, IN",18141,1996,1996,3785
"St. Joseph County, IN",18141,1997,1997,3766
"St. Joseph County, IN",18141,1998,1998,3989
"St. Joseph County, IN",18141,1999,1999,3877
"St. Joseph County, IN",18141,2000,2000,3969
"St. Joseph County, IN",18141,2001,2001,3858
"St. Joseph County, IN",18141,2002,2002,3779
"Tippecanoe County, IN",18157,1995,1995,1729
"Tippecanoe County, IN",18157,1996,1996,1739
"Tippecanoe County, IN",18157,1997,1997,1803
"Tippecanoe County, IN",18157,1998,1998,1774
"Tippecanoe County, IN",18157,1999,1999,1838
"Tippecanoe County, IN",18157,2000,2000,1931
"Tippecanoe County, IN",18157,2001,2001,1919
"Tippecanoe County, IN",18157,2002,2002,1942
"Vanderburgh County, IN",18163,1995,1995,2204
"Vanderburgh County, IN",18163,1996,1996,2245
"Vanderburgh County, IN",18163,1997,1997,2166
"Vanderburgh County, IN",18163,1998,1998,2284
"Vanderburgh County, IN",18163,1999,1999,2291
"Vanderburgh County, IN",18163,2000,2000,2340
"Vanderburgh County, IN",18163,2001,2001,2294
"Vanderburgh County, IN",18163,2002,2002,2300
"Vigo County, IN",18167,1995,1995,1413
"Vigo County, IN",18167,1996,1996,1409
"Vigo County, IN",18167,1997,1997,1358
"Vigo County, IN",18167,1998,1998,1408
"Vigo County, IN",18167,1999,1999,1298
"Vigo County, IN",18167,2000,2000,1384
"Vigo County, IN",18167,2001,2001,1275
"Vigo County, IN",18167,2002,2002,1286
"Unidentified Counties, IN",18999,1995,1995,35291
"Unidentified Counties, IN",18999,1996,1996,35877
"Unidentified Counties, IN",18999,1997,1997,35556
"Unidentified Counties, IN",18999,1998,1998,36136
"Unidentified Counties, IN",18999,1999,1999,36567
"Unidentified Counties, IN",18999,2000,2000,37037
"Unidentified Counties, IN",18999,2001,2001,36404
"Unidentified Counties, IN",18999,2002,2002,35385
"Black Hawk County, IA",19013,1995,1995,1510
