Period,Geography Name,Market Effective Rent/SF,Occupancy Rate,Inventory Units,Net Delivered Units 12 Mo,Population,Market Effective Rent Growth 12 Mo,Demand Units,Absorption %
2009,Ann Arbor - MI,1.06,0.938044727,28099,12,344453.625,-0.024419017,26358.11914,0.000711
2010,Ann Arbor - MI,1.07,0.944294751,28143,44,347437.7188,0.006466998,26575.28711,0.002558
2011,Ann Arbor - MI,1.09,0.952043831,27991,-152,351780.6875,0.019386705,26648.6582,0.001714
2012,Ann Arbor - MI,1.14,0.962904215,27938,-53,355348.2188,0.04701617,26901.61719,0.001897
2013,Ann Arbor - MI,1.17,0.964120686,27938,0,359751.7188,0.02519658,26935.60352,0.000286
2014,Ann Arbor - MI,1.2,0.963862002,28192,254,364148,0.030799158,27173.19727,-0.000993
2015,Ann Arbor - MI,1.23,0.961540818,28356,164,367733.625,0.022103453,27265.45117,0.004337
2016,Ann Arbor - MI,1.28,0.96998781,28797,441,371460.7813,0.03900693,27932.73828,0.002604
2017,Ann Arbor - MI,1.36,0.969042838,28785,-12,374179.9063,0.058441669,27893.89844,-0.001945
2018,Ann Arbor - MI,1.38,0.953375936,29223,438,374638.3125,0.016528413,27860.50586,-0.002292
2019,Ann Arbor - MI,1.44,0.960821271,29655,432,372896.0938,0.046007045,28493.1543,0.000843
2020,Ann Arbor - MI,1.45,0.953682184,29852,197,370096.4063,0.007374269,28469.32031,0.001507
2021,Ann Arbor - MI,1.6,0.976373076,30622,770,365276.4063,0.101201147,29898.49609,-0.00111
2022,Ann Arbor - MI,1.67,0.955486596,30687,65,366213.1875,0.042218924,29321.01563,-0.009124
2023,Ann Arbor - MI,1.7,0.954251349,30805,118,366524.2813,0.015945135,29395.71289,0.003927
2024,Ann Arbor - MI,1.77,0.947697461,31634,829,370773,0.042937297,29980.4082,0.003161
2000,Anniston-Oxford - AL,0.58,0.937774181,1975,112,111233.1016,,1852.104004,0
2001,Anniston-Oxford - AL,0.6,0.937435627,1975,0,111440.3984,0.023345971,1851.435425,-0.000506
2002,Anniston-Oxford - AL,0.59,0.934567392,1975,0,112005.7969,-0.01342896,1845.77063,-0.001012
2003,Anniston-Oxford - AL,0.58,0.931907415,1975,0,113009.8047,-0.019949749,1840.517212,-0.000506
2004,Anniston-Oxford - AL,0.58,0.933876276,1975,0,113812.5,0.000397485,1844.40564,0.001518
2005,Anniston-Oxford - AL,0.59,0.943849623,1975,0,114796.6016,0.014680068,1864.103027,0.001012
2006,Anniston-Oxford - AL,0.62,0.935409129,1983,8,115694.3984,0.060929801,1854.91626,-0.002017
2007,Anniston-Oxford - AL,0.64,0.906454146,2045,62,116587.7031,0.028166043,1853.69873,0.010268
2008,Anniston-Oxford - AL,0.63,0.907704294,2067,22,117652,-0.01525375,1876.224854,-0.000483
2009,Anniston-Oxford - AL,0.61,0.913258374,2067,0,118486.8047,-0.038579453,1887.704956,0.002418
2010,Anniston-Oxford - AL,0.61,0.924746096,2067,0,118435.8984,0.005023467,1911.450195,0.001935
2011,Anniston-Oxford - AL,0.62,0.921105683,2067,0,118140.1953,0.014585864,1903.925537,-0.000483
2012,Anniston-Oxford - AL,0.63,0.922892332,2067,0,117896.6953,0.018248122,1907.61853,-0.00387
2013,Anniston-Oxford - AL,0.64,0.919269383,2067,0,117528.7031,0.020019457,1900.129761,-0.001451
2014,Anniston-Oxford - AL,0.62,0.921821356,2067,0,117318.1016,-0.028594973,1905.404785,0.002418
2015,Anniston-Oxford - AL,0.63,0.925684154,2043,-24,117112.7031,0.014269362,1891.172729,0.003426
2016,Anniston-Oxford - AL,0.64,0.924197376,2043,0,116912.5938,0.014703069,1888.135254,-0.010279
2017,Anniston-Oxford - AL,0.65,0.928325891,2043,0,116830.7031,0.018831817,1896.569824,0.011747
2018,Anniston-Oxford - AL,0.7,0.924678385,2089,46,116674.3984,0.066008821,1931.653198,0.008137
2019,Anniston-Oxford - AL,0.73,0.942220628,2089,0,116608.2969,0.044847436,1968.29895,0.002393
2020,Anniston-Oxford - AL,0.76,0.983180761,2089,0,116091.6016,0.039681625,2053.864502,0.002872
2021,Anniston-Oxford - AL,0.78,0.976156652,2089,0,115668.8984,0.029348802,2039.191162,0.002872
2022,Anniston-Oxford - AL,0.84,0.96915257,2089,0,115926.8047,0.073058613,2024.559692,-0.003829
2023,Anniston-Oxford - AL,0.91,0.97019887,2089,0,116419.7969,0.079357587,2026.745361,-0.000478
2024,Anniston-Oxford - AL,0.88,0.964264691,2089,0,116417.8984,-0.030990757,2014.348877,-0.001436
2000,Appleton - WI,0.73,0.925152361,7604,295,203576.2969,,7034.858887,0.0096
2001,Appleton - WI,0.75,0.926290572,7760,156,206600.6875,0.024556493,7188.014648,0.006572
2002,Appleton - WI,0.75,0.930286765,7792,32,209605,0.006586567,7248.794434,0
2003,Appleton - WI,0.75,0.924900889,7951,159,212127.2969,-0.003288371,7353.887207,-0.000251
2004,Appleton - WI,0.75,0.922653735,8122,171,214357.5,-0.000647489,7493.793457,0.000492
2005,Appleton - WI,0.75,0.930590093,8151,29,216727.5,0.008919004,7585.239746,0.001717
2006,Appleton - WI,0.77,0.938968182,8207,56,219113.2969,0.02011209,7706.111816,0.002071
2007,Appleton - WI,0.79,0.945386887,8207,0,221086.9063,0.023749109,7758.790039,0.001827
2008,Appleton - WI,0.8,0.948895276,8303,96,223160.2031,0.014500978,7878.677734,0.007346
2009,Appleton - WI,0.78,0.944496036,8399,96,225153.2031,-0.023687214,7932.822266,0.004762
2010,Appleton - WI,0.78,0.94965899,8399,0,226593.9063,0.00132642,7976.186035,0.000952
2011,Appleton - WI,0.79,0.957626879,8399,0,228576.9063,0.007471768,8043.108398,0.001904
2012,Appleton - WI,0.8,0.963222444,8455,56,230263.1094,0.010129837,8144.045898,0.001419
2013,Appleton - WI,0.81,0.952999294,8929,474,232122.1875,0.014757013,8509.331055,0.005263
2014,Appleton - WI,0.81,0.949372351,9219,290,234222.5938,0.001258454,8752.263672,0.019199
2015,Appleton - WI,0.83,0.953926742,9714,495,236023.1094,0.022449814,9266.444336,0.008029
2016,Appleton - WI,0.85,0.96989882,9850,136,237633.8906,0.024266763,9553.50293,0.005482
2017,Appleton - WI,0.86,0.978351951,10124,274,239553.4063,0.021075375,9904.834961,-0.000592
2018,Appleton - WI,0.88,0.979191542,10448,324,241127.3906,0.023088336,10230.59277,0.013016
2019,Appleton - WI,0.91,0.980385065,10939,491,242454.5,0.03224539,10724.43164,0.028796
2020,Appleton - WI,0.93,0.978444338,11258,319,243542.6875,0.022618411,11015.32617,0.011813
2021,Appleton - WI,0.98,0.973061562,11755,497,244099.3906,0.053747434,11438.33887,0.020076
2022,Appleton - WI,1.02,0.98021251,12179,424,245311.2969,0.043200165,11938.00879,-0.003694
2023,Appleton - WI,1.05,0.967193782,12627,448,246930.6094,0.029736061,12212.75586,0.007048
2024,Appleton - WI,1.09,0.977169394,12849,222,249077.1094,0.035803888,12556.62695,0.001323
2000,Asheville - NC,0.95,0.945528746,6771,141,372041.4063,,6402.175293,
2001,Asheville - NC,0.98,0.944617987,6787,16,376418.4063,0.024189426,6411.122559,0.000589
2002,Asheville - NC,0.96,0.922495544,7346,559,381535.1875,-0.019016054,6776.652344,0.022325
2003,Asheville - NC,0.94,0.925045669,8541,1195,386957.3125,-0.018518327,7900.81543,0.018616
2004,Asheville - NC,0.94,0.943359315,8598,57,392470.5,0.003553174,8111.003418,0.002558
2005,Asheville - NC,0.95,0.946961224,8780,182,398761.6875,0.009679103,8314.319336,0.002277
2006,Asheville - NC,1.01,0.941658378,8936,156,406723.6875,0.061103251,8414.65918,-0.003916
2007,Asheville - NC,1.04,0.923483372,9117,181,413639.3125,0.027980303,8419.398438,-0.003729
2008,Asheville - NC,1.02,0.914258659,9647,530,418973,-0.01576335,8819.853516,-0.001451
2009,Asheville - NC,0.99,0.903784573,9994,347,423243.1875,-0.033427607,9032.422852,0.009505
2010,Asheville - NC,1,0.918985188,10267,273,426527.9063,0.008076391,9435.220703,0.00711
2011,Asheville - NC,1.01,0.927427649,10267,0,429817.1875,0.014594315,9521.899414,0.001363
2012,Asheville - NC,1.03,0.926754475,11172,905,433706.2188,0.018483054,10353.70117,0.007429
2013,Asheville - NC,1.06,0.944529057,11224,52,438699.5,0.033206977,10601.39355,0.004187
2014,Asheville - NC,1.1,0.946391523,11657,433,443265.8125,0.033817973,11032.08594,0
2015,Asheville - NC,1.14,0.922851503,13072,1415,448665.3125,0.040037096,12063.51465,0.011551
2016,Asheville - NC,1.18,0.934938967,13468,396,454459.2813,0.027810171,12591.75781,0.006385
2017,Asheville - NC,1.19,0.887462974,15154,1686,459358,0.01512505,13448.61426,0.027847
2018,Asheville - NC,1.23,0.886569858,16331,1177,463747.7188,0.032969475,14478.57227,0.004163
2019,Asheville - NC,1.26,0.915586174,16841,510,467318.7813,0.022154449,15419.38672,0.020188
2020,Asheville - NC,1.31,0.950296104,17879,1038,470632.125,0.037266042,16990.34375,0.015604
2021,Asheville - NC,1.52,0.946510792,19357,1478,474016.5938,0.163314089,18321.60938,0.01059
2022,Asheville - NC,1.62,0.926755607,20172,815,477417.125,0.063921817,18694.51367,-0.014673
2023,Asheville - NC,1.62,0.928312719,20973,801,481331.7813,0.000687313,19469.50195,0.013779
2024,Asheville - NC,1.62,0.915848315,21902,929,486394.0938,-0.002576546,20058.91016,0.003789
2000,Athens - GA,0.75,0.916596889,8615,380,167474.9063,,7896.481934,0.004526
2001,Athens - GA,0.77,0.922342837,8955,340,169568,0.024086803,8259.580078,0.002345
2002,Athens - GA,0.76,0.920414746,8991,36,171760.0938,-0.01243649,8275.449219,0.001112
2003,Athens - GA,0.74,0.919415712,9560,569,175090.7031,-0.022020819,8789.614258,0.001464
2004,Athens - GA,0.74,0.913731039,9870,310,178474.7969,0.000545362,9018.525391,0.012867
2005,Athens - GA,0.75,0.932007968,9870,0,180167.5,0.013585946,9198.918945,0.002735
2006,Athens - GA,0.8,0.92057997,9992,122,184233.7031,0.063103862,9198.435547,0.0012
2007,Athens - GA,0.82,0.902665555,9992,0,187751.4063,0.027513217,9019.433594,-0.004403
2008,Athens - GA,0.81,0.892461538,10118,126,190637.6875,-0.016785713,9029.925781,0.005534
2009,Athens - GA,0.78,0.902477384,10130,12,192552.7969,-0.033031248,9142.095703,0.003356
2010,Athens - GA,0.79,0.913702428,10130,0,193865,0.007907529,9255.805664,0.001678
2011,Athens - GA,0.8,0.91574043,10130,0,195123.7969,0.010830211,9276.450195,0.000987
2012,Athens - GA,0.82,0.9240098,10136,6,196912.9063,0.024764685,9365.762695,0.002565
2013,Athens - GA,0.83,0.927418113,10234,98,198414.7969,0.02316005,9491.197266,-0.002345
2014,Athens - GA,0.85,0.930808187,10234,0,200169.2969,0.019357987,9525.890625,-0.002345
2015,Athens - GA,0.88,0.946828663,10234,0,204049,0.033502668,9689.844727,0.001954
2016,Athens - GA,0.93,0.950543106,10234,0,207020.4063,0.052154019,9727.858398,-0.006351
2017,Athens - GA,0.97,0.956641018,10234,0,210337.9063,0.047535177,9790.263672,-0.005569
2018,Athens - GA,1.02,0.955675602,10400,166,212782.1094,0.045981809,9939.026367,-0.0025
2019,Athens - GA,1.08,0.945872962,10760,360,214835.9063,0.055268884,10177.59277,-0.001022
2020,Athens - GA,1.11,0.940079272,11182,422,216343.5938,0.031068811,10511.96582,0.016365
2021,Athens - GA,1.2,0.950218618,11414,232,218752.8125,0.080997467,10845.79492,0.001927
2022,Athens - GA,1.3,0.874991119,12200,786,220733.7969,0.076827668,10674.8916,-0.014754
2023,Athens - GA,1.32,0.91067487,12586,386,222394.8125,0.021151824,11461.75391,0.003178
2024,Athens - GA,1.32,0.885952294,13104,518,223339.5938,-0.002701765,11609.51855,0.004655
2000,Atlanta - GA,1.08,0.947650492,317992,10698,4324837,,301345.2813,0.001154
2001,Atlanta - GA,1.11,0.927910447,333390,15398,4427526,0.028306568,309356.0625,0.004043
2002,Atlanta - GA,1.08,0.908177972,345845,12455,4514565,-0.028655423,314088.8125,0.001844
2003,Atlanta - GA,1.01,0.894629419,354890,9045,4599000,-0.065190218,317495.0313,0.001493
2004,Atlanta - GA,0.98,0.895935655,361612,6722,4691387,-0.026847456,323981.0938,0.003744
2005,Atlanta - GA,0.98,0.910221517,365461,3849,4814969,0.002707246,332650.4688,0.003288
2006,Atlanta - GA,1,0.907666385,370866,5405,4969797,0.017377928,336622.625,0.001299
2007,Atlanta - GA,1.01,0.896743536,375524,4657,5097142,0.014194176,336748.7188,0.00095
2008,Atlanta - GA,1,0.893091023,386233,10709,5192451,-0.017312823,344941.2188,0.003112
2009,Atlanta - GA,0.96,0.897277594,391034,4801,5261170,-0.033605419,350866.0625,0.005585
2010,Atlanta - GA,0.96,0.906988144,393234,2200,5323890,-0.004917941,356658.5625,0.003405
2011,Atlanta - GA,0.97,0.905736983,394363,1129,5394835,0.014273593,357189.1563,0.001559
2012,Atlanta - GA,1,0.916560948,392392,-1972,5473958,0.026885301,359651.1875,0.003692
2013,Atlanta - GA,1.03,0.922517776,397420,5028,5546381,0.035944078,366627.0313,-0.000412
2014,Atlanta - GA,1.07,0.918070793,402701,5281,5634479,0.03497687,369708.0313,-0.000672
2015,Atlanta - GA,1.13,0.919483185,409913,7212,5730552,0.059839882,376908.125,0.001097
2016,Atlanta - GA,1.17,0.911191642,417632,7719,5829766,0.035748646,380542.7813,-0.002155
2017,Atlanta - GA,1.21,0.906243861,429652,12020,5912030,0.029292995,389369.4688,0.001047
2018,Atlanta - GA,1.27,0.91415298,436950,7298,5986444,0.048838757,399439.1563,0.001487
2019,Atlanta - GA,1.32,0.911276698,448301,11351,6058860,0.041648775,408526.25,0.001838
2020,Atlanta - GA,1.36,0.918842077,462774,14473,6115171,0.030636335,425216.2188,0.008297
2021,Atlanta - GA,1.6,0.938714981,470964,8190,6163178,0.173398197,442100.9688,-0.002059
2022,Atlanta - GA,1.61,0.906632721,485576,14612,6239852,0.01063013,440239.0938,-0.000527
2023,Atlanta - GA,1.56,0.879324794,507628,22052,6310539,-0.030437136,446369.875,0.004708
2024,Atlanta - GA,1.56,0.873810709,529309,21681,6392507,-0.004161965,462515.875,0.00508
2000,Atlantic City - NJ,0.96,0.915126383,8578,330,254432,,7849.954102,0.019468
2001,Atlantic City - NJ,1.01,0.931678116,8578,0,256813.5938,0.048557993,7991.935059,0.001981
2002,Atlantic City - NJ,1.02,0.93345952,8578,0,260526.0938,0.011540318,8007.21582,-0.001282
2003,Atlantic City - NJ,1.02,0.911537588,9076,498,264665.0938,-0.005441077,8273.115234,0.001762
2004,Atlantic City - NJ,1.03,0.916512012,9076,0,268603.5938,0.014115838,8318.262695,0.00011
2005,Atlantic City - NJ,1.05,0.918923438,9076,0,270905.5938,0.017114693,8340.149414,0.001652
2006,Atlantic City - NJ,1.08,0.926699579,9076,0,272131.7188,0.029460069,8410.725586,0.001873
2007,Atlantic City - NJ,1.11,0.925282776,9076,0,272740.2813,0.029685939,8397.866211,-0.001211
2008,Atlantic City - NJ,1.12,0.923447251,9076,0,273518.7188,0.007209778,8381.207031,0.00022
2009,Atlantic City - NJ,1.09,0.923777342,9076,0,274454.0938,-0.024689676,8384.203125,-0.00022
2010,Atlantic City - NJ,1.11,0.923966706,9083,7,274910.4063,0.014652541,8392.389648,0.00044
2011,Atlantic City - NJ,1.12,0.926408648,9083,0,275069,0.011013144,8414.569336,0.00022
2012,Atlantic City - NJ,1.12,0.929066062,9083,0,275178.5,0.001037263,8438.707031,0.001541
2013,Atlantic City - NJ,1.15,0.919502139,9010,-73,275232.0938,0.025736613,8284.713867,-0.000443
2014,Atlantic City - NJ,1.16,0.921576798,8900,-110,275246.3125,0.00732337,8202.033203,-0.001573
2015,Atlantic City - NJ,1.18,0.907919228,8968,68,275192.6875,0.012846325,8142.219727,-0.002787
2016,Atlantic City - NJ,1.18,0.900253832,8968,0,275111,0.002447849,8073.476563,-0.004348
2017,Atlantic City - NJ,1.2,0.912615955,9023,55,275009.4063,0.019096281,8234.53418,-0.003103
2018,Atlantic City - NJ,1.25,0.920056462,9466,443,274864.2813,0.039943714,8709.254883,0.036234
2019,Atlantic City - NJ,1.28,0.892574191,9982,516,274657.9063,0.021641528,8909.675781,-0.002103
2020,Atlantic City - NJ,1.38,0.930238903,10448,466,274357.5,0.077491753,9719.135742,0.028905
2021,Atlantic City - NJ,1.58,0.982129276,10449,1,274980.1875,0.142637551,10262.26855,0.001722
2022,Atlantic City - NJ,1.7,0.972802997,10449,0,275303.0938,0.081372902,10164.81836,0.001722
2023,Atlantic City - NJ,1.78,0.957651436,10590,141,274908,0.048254501,10141.52832,-0.000472
2024,Atlantic City - NJ,1.84,0.963975012,10590,0,273861.5,0.030271659,10208.49512,0.000283
2000,Auburn-Opelika - AL,0.77,0.949095309,3944,0,115887.6016,,3743.231689,0
2001,Auburn-Opelika - AL,0.78,0.935458958,4194,250,117301.2969,0.020075943,3923.314697,0.005245
2002,Auburn-Opelika - AL,0.77,0.916297734,4597,403,118929.2969,-0.017891994,4212.220703,0.021318
2003,Auburn-Opelika - AL,0.76,0.929103911,4676,79,120745.2031,-0.018298285,4344.490234,0.00278
2004,Auburn-Opelika - AL,0.76,0.93622601,4676,0,123343.5938,0.003259282,4377.79248,0.000855
2005,Auburn-Opelika - AL,0.77,0.94495517,4676,0,127013.1953,0.012861595,4418.610352,0.00171
2006,Auburn-Opelika - AL,0.82,0.939779937,4687,11,130031.7969,0.064310357,4404.748535,-0.0032
2007,Auburn-Opelika - AL,0.84,0.923140526,4687,0,132707.7969,0.028028112,4326.759766,-0.004053
2008,Auburn-Opelika - AL,0.82,0.890498579,4957,270,135656.5,-0.020358093,4414.20166,0.024409
2009,Auburn-Opelika - AL,0.8,0.916251779,5557,600,139257,-0.031935956,5091.611328,0.003958
2010,Auburn-Opelika - AL,0.81,0.930214822,5881,324,141955.3125,0.009157754,5470.593262,0.0017
2011,Auburn-Opelika - AL,0.81,0.915807247,6391,510,146356.7031,0.007428607,5852.924316,0.00751
2012,Auburn-Opelika - AL,0.83,0.934921503,6391,0,151337.5938,0.027520249,5975.083496,0.002972
2013,Auburn-Opelika - AL,0.84,0.946371138,6391,0,155253.7969,0.013622477,6048.257813,-0.001721
2014,Auburn-Opelika - AL,0.86,0.951999843,6615,224,158743.3906,0.016403435,6297.479004,0.000151
2015,Auburn-Opelika - AL,0.88,0.96391046,6615,0,161945.7969,0.024637282,6376.267578,0.000755
2016,Auburn-Opelika - AL,0.91,0.969476342,6546,-69,165047.6094,0.030399816,6346.192383,-0.003971
2017,Auburn-Opelika - AL,0.94,0.947181165,6892,346,168225.7969,0.035517819,6527.972656,0.024811
2018,Auburn-Opelika - AL,0.99,0.966116905,6897,5,171028.3906,0.050067753,6663.308594,-0.001594
2019,Auburn-Opelika - AL,1.01,0.959684849,6897,0,172894.2969,0.022167245,6618.946777,-0.008409
2020,Auburn-Opelika - AL,1.05,0.975555778,6867,-30,175449.2031,0.042068534,6699.141602,0.005679
2021,Auburn-Opelika - AL,1.1,0.961748302,7428,561,178318.0938,0.050242923,7143.866699,0.008616
2022,Auburn-Opelika - AL,1.18,0.949365854,7898,470,181303.0938,0.070084393,7498.091309,0.002532
2023,Auburn-Opelika - AL,1.24,0.926658809,8276,378,183746.5938,0.046289969,7669.02832,-0.001087
2024,Auburn-Opelika - AL,1.32,0.953600824,8291,15,185880.7969,0.068441309,7906.304688,0.003618
2000,Augusta - GA,0.76,0.901127994,17978,225,510314.3125,,16200.47949,0.005451
2001,Augusta - GA,0.78,0.905669451,18074,96,514064.5,0.02744134,16369.06934,0.000553
2002,Augusta - GA,0.77,0.906827688,18074,0,518155.8125,-0.011051444,16390.00391,0
2003,Augusta - GA,0.75,0.90162915,18693,619,522321.2188,-0.022868417,16854.1543,0.006419
2004,Augusta - GA,0.75,0.908192873,18693,0,528364.5,0.002942506,16976.84961,0.000481
2005,Augusta - GA,0.76,0.903723657,19039,346,533558.3125,0.011190423,17205.99414,0.007458
2006,Augusta - GA,0.81,0.896649182,19209,170,540833.625,0.061784513,17223.73438,-0.002186
2007,Augusta - GA,0.83,0.879285455,19449,240,547821,0.025875121,17101.22266,-0.002622
2008,Augusta - GA,0.82,0.87515831,19733,284,554492.9375,-0.013696286,17269.5,0.001875
2009,Augusta - GA,0.79,0.88179642,20793,1060,560768.625,-0.035908591,18335.19336,0.008464
2010,Augusta - GA,0.8,0.893984556,21151,358,568223.375,0.011010741,18908.66797,0.002458
2011,Augusta - GA,0.81,0.894088924,21209,58,572720.5625,0.012071929,18962.73242,-0.001885
2012,Augusta - GA,0.82,0.899524152,21583,374,577720.8125,0.016082607,19414.42969,0.00593
2013,Augusta - GA,0.84,0.908369839,21773,190,581108.875,0.020159343,19777.93555,0.005649
2014,Augusta - GA,0.85,0.904553652,22227,454,585105.75,0.020810381,20105.51367,-0.000584
2015,Augusta - GA,0.87,0.902561486,23413,1186,591083.6875,0.016657546,21131.67188,0.005851
2016,Augusta - GA,0.88,0.896984458,24085,672,596266.9375,0.015043329,21603.87109,-0.000207
2017,Augusta - GA,0.91,0.908387363,24483,398,600833.5,0.03391619,22240.04688,-0.00053
2018,Augusta - GA,0.94,0.906164229,24795,312,604763.3125,0.029549977,22468.3418,0.002177
2019,Augusta - GA,0.99,0.908459902,25616,821,609097.25,0.050827034,23271.10938,-0.000897
2020,Augusta - GA,1.03,0.929940283,25929,313,613122.0625,0.047698151,24112.42188,0.000887
2021,Augusta - GA,1.13,0.910471618,27146,1217,617951.5,0.098327108,24715.66211,-0.004346
2022,Augusta - GA,1.17,0.871737361,28885,1739,625262.5625,0.029055012,25180.13281,0.001384
2023,Augusta - GA,1.16,0.880012631,29359,474,630018.6875,-0.005662959,25836.29102,0.003985
2024,Augusta - GA,1.18,0.851519227,30578,1219,631270.625,0.018332312,26037.75586,0.003891
2000,Austin - TX,1.15,0.926027954,115853,6414,1280260,,107283.1172,0.00233
2001,Austin - TX,1.2,0.878959,126217,10364,1328952,0.044407949,110939.5625,0.010941
2002,Austin - TX,1.2,0.876251698,131536,5319,1356215,-0.000550277,115258.6406,0.00304
2003,Austin - TX,1.17,0.888183057,134870,3334,1385954,-0.030068386,119789.2422,0.005205
2004,Austin - TX,1.16,0.904417038,136500,1630,1422092,-0.006926515,123452.9297,0.006336
2005,Austin - TX,1.18,0.923308313,138405,1905,1470066,0.018314751,127790.4922,0.007767
2006,Austin - TX,1.22,0.932581961,141171,2766,1532410,0.036540315,131653.5313,0.007267
